client,desc,combined,market
AWS   ,IAD115 (IAD 115),AWS    IAD115 (IAD 115),Datacom / Mission Critical / Tech
Digital Ocean,SGP1 - Electrical Audit,Digital Ocean SGP1 - Electrical Audit,Datacom / Mission Critical / Tech
"Facebook, Inc.",PRN - ESS Generator Testing,"Facebook, Inc. PRN - ESS Generator Testing",Datacom / Mission Critical / Tech
"Ameresco, Inc.",Alabama VA Hospital ,"Ameresco, Inc. Alabama VA Hospital ",Commercial / Misc Facilities
"Ameresco, Inc.",GA VA Hospital,"Ameresco, Inc. GA VA Hospital",Commercial / Misc Facilities
"Ameresco, Inc.",Florida VA Hospital,"Ameresco, Inc. Florida VA Hospital",Commercial / Misc Facilities
Verizon Wireless,N. Antioch CRAN Small HUB - A&E Services,Verizon Wireless N. Antioch CRAN Small HUB - A&E Services,Datacom / Mission Critical / Tech
Verizon Wireless,Spring Grove - CRAN Small HUB - A&E Services,Verizon Wireless Spring Grove - CRAN Small HUB - A&E Services,Datacom / Mission Critical / Tech
Digital Realty Trust,"Broderick Building - PBB, Shell & 1st DR Suite","Digital Realty Trust Broderick Building - PBB, Shell & 1st DR Suite",Datacom / Mission Critical / Tech
Verizon Wireless,DT  McHenry CRAN Small HUB - A&E Services,Verizon Wireless DT  McHenry CRAN Small HUB - A&E Services,Datacom / Mission Critical / Tech
Epsten Group,GA Tech - CxA IDIQ,Epsten Group GA Tech - CxA IDIQ,Education
Turner - CT,Potential Partnership - Chris Meyer,Turner - CT Potential Partnership - Chris Meyer,Commercial / Misc Facilities
XEC Construction - KS,Potential Parnership - Charlie Martel,XEC Construction - KS Potential Parnership - Charlie Martel,Commercial / Misc Facilities
JLJ Construction - GA,Potential Partnership - Brian Deleshaw,JLJ Construction - GA Potential Partnership - Brian Deleshaw,Commercial / Misc Facilities
Verizon Wireless,Cold Spring II CRAN HUB - A&E Design,Verizon Wireless Cold Spring II CRAN HUB - A&E Design,Datacom / Mission Critical / Tech
Alterman Management Group,B3 UPS Battery Integration to UPS,Alterman Management Group B3 UPS Battery Integration to UPS,Commercial / Misc Facilities
Digital Realty Trust,PHX15 - Dehumidification Control,Digital Realty Trust PHX15 - Dehumidification Control,Datacom / Mission Critical / Tech
Digital Realty Trust,"LAX10 - CRAC Retrofit w/ VFDs - Suites 130, 140, 520","Digital Realty Trust LAX10 - CRAC Retrofit w/ VFDs - Suites 130, 140, 520",Datacom / Mission Critical / Tech
Digital Realty Trust,ACC2 - Chiller Upgrade Study,Digital Realty Trust ACC2 - Chiller Upgrade Study,Datacom / Mission Critical / Tech
Digital Realty Trust,IAD12 - Ashburn Building B - Chiller Upgrade,Digital Realty Trust IAD12 - Ashburn Building B - Chiller Upgrade,Datacom / Mission Critical / Tech
Digital Realty Trust,ATL13 - iCOM Optimization - Floors 7 & 10,Digital Realty Trust ATL13 - iCOM Optimization - Floors 7 & 10,Datacom / Mission Critical / Tech
Digital Realty Trust,ATL13 - CRAC TCO and EOL Upgrade / Capacity Study (Telx),Digital Realty Trust ATL13 - CRAC TCO and EOL Upgrade / Capacity Study (Telx),Datacom / Mission Critical / Tech
Digital Realty Trust,HVN10 - Economizer Retrofit Study,Digital Realty Trust HVN10 - Economizer Retrofit Study,Datacom / Mission Critical / Tech
Digital Realty Trust,ORD12 - Chiller Plant Efficiency Optimization Study,Digital Realty Trust ORD12 - Chiller Plant Efficiency Optimization Study,Datacom / Mission Critical / Tech
Digital Realty Trust,DFW10 - HVAC Study - Glycol Upflow DX Units,Digital Realty Trust DFW10 - HVAC Study - Glycol Upflow DX Units,Datacom / Mission Critical / Tech
Digital Realty Trust,BOS14 - 5 Year Energy Master Plan and Audit,Digital Realty Trust BOS14 - 5 Year Energy Master Plan and Audit,Datacom / Mission Critical / Tech
Digital Realty Trust,JFK10 - Replace 18 EOL CRAC Units,Digital Realty Trust JFK10 - Replace 18 EOL CRAC Units,Datacom / Mission Critical / Tech
Digital Realty Trust,DFW10 - Colo CFD Modeling / Air Management Remediation,Digital Realty Trust DFW10 - Colo CFD Modeling / Air Management Remediation,Datacom / Mission Critical / Tech
Digital Realty Trust,HVN10 - Air Management Improvements,Digital Realty Trust HVN10 - Air Management Improvements,Datacom / Mission Critical / Tech
Verizon Wireless,Newport News MSI,Verizon Wireless Newport News MSI,Datacom / Mission Critical / Tech
Chayora,Cx Qualifications,Chayora Cx Qualifications,Datacom / Mission Critical / Tech
"Foresite Group, Inc",San Antonio Data Center,"Foresite Group, Inc San Antonio Data Center",Datacom / Mission Critical / Tech
Tectonic Engineering - Tony Gualtieri,Tectonic - Partnership - Multiple States,Tectonic Engineering - Tony Gualtieri Tectonic - Partnership - Multiple States,Datacom / Mission Critical / Tech
Verizon Wireless,Knoxville NDIR385 Audit,Verizon Wireless Knoxville NDIR385 Audit,Datacom / Mission Critical / Tech
Epsten Group,GSU Convocation Center Cx,Epsten Group GSU Convocation Center Cx,Education
Verizon Wireless,Roanoke Expansion MSI,Verizon Wireless Roanoke Expansion MSI,Datacom / Mission Critical / Tech
Verizon Wireless,New Berlin MSC - CxA,Verizon Wireless New Berlin MSC - CxA,Datacom / Mission Critical / Tech
"Citigroup, Inc.","Chiller Replacement OPSI - New Castle, DE","Citigroup, Inc. Chiller Replacement OPSI - New Castle, DE",Datacom / Mission Critical / Tech
"Citigroup, Inc.","Chiller Replacement OPSII - New Castle, DE","Citigroup, Inc. Chiller Replacement OPSII - New Castle, DE",Datacom / Mission Critical / Tech
Verizon Wireless,Jersey City (JC) Fire Alarm Replacement,Verizon Wireless Jersey City (JC) Fire Alarm Replacement,Datacom / Mission Critical / Tech
Epsten Group,"Mustang - HEN1A - Henderson, NV - Cx Readiness Support - Holder","Epsten Group Mustang - HEN1A - Henderson, NV - Cx Readiness Support - Holder",Datacom / Mission Critical / Tech
"Facebook, Inc.",PRN1 - RO/IW System Upgrade Cx,"Facebook, Inc. PRN1 - RO/IW System Upgrade Cx",Datacom / Mission Critical / Tech
Verizon Wireless,Redmond Ridge Cabinet Intake Monitoring Systems - Thermal Mapping,Verizon Wireless Redmond Ridge Cabinet Intake Monitoring Systems - Thermal Mapping,Datacom / Mission Critical / Tech
"Maser Consulting, PA",Toms River Regional Schools BOE RetroCx ,"Maser Consulting, PA Toms River Regional Schools BOE RetroCx ",Education
JE Dunn,MSI Partnership,JE Dunn MSI Partnership,Commercial / Misc Facilities
Verizon Wireless,Branchburg NDIR385 Audit,Verizon Wireless Branchburg NDIR385 Audit,Datacom / Mission Critical / Tech
Verizon Wireless,"Wallingford, CT BAS Replacement","Verizon Wireless Wallingford, CT BAS Replacement",Datacom / Mission Critical / Tech
Spiezle Architectural Group,Ocean County Vocational Technical School - OCVTS BOE Architectural Services,Spiezle Architectural Group Ocean County Vocational Technical School - OCVTS BOE Architectural Services,Education
AWS   ,IAD144 (IAD 144) - Phase 1,AWS    IAD144 (IAD 144) - Phase 1,Datacom / Mission Critical / Tech
"Citigroup, Inc.",B2 Cooling Tower Replacement,"Citigroup, Inc. B2 Cooling Tower Replacement",Commercial / Misc Facilities
Bell Knott,Cable Landing Site - NW Oregon,Bell Knott Cable Landing Site - NW Oregon,Datacom / Mission Critical / Tech
Stromquist ,BAS / IT Systems Training,Stromquist  BAS / IT Systems Training,Datacom / Mission Critical / Tech
Smart Building Technologies,MSI Opportunity TBD ,Smart Building Technologies MSI Opportunity TBD ,Datacom / Mission Critical / Tech
AWS   ,IAD081 (IAD 081),AWS    IAD081 (IAD 081),Datacom / Mission Critical / Tech
Verizon Wireless,Rochester MSI - CO (BAS and NOC alarm points from AC UPS and associated gear),Verizon Wireless Rochester MSI - CO (BAS and NOC alarm points from AC UPS and associated gear),Datacom / Mission Critical / Tech
Verizon Wireless,West Jordan MSI - CO (BAS and NOC alarm points from AC UPS and associated gear),Verizon Wireless West Jordan MSI - CO (BAS and NOC alarm points from AC UPS and associated gear),Datacom / Mission Critical / Tech
Verizon Wireless,Branchburg MSI - CO (BAS and NOC alarm points from AC UPS and associated gear),Verizon Wireless Branchburg MSI - CO (BAS and NOC alarm points from AC UPS and associated gear),Datacom / Mission Critical / Tech
Verizon Wireless,Copperfield MSI - CO (BAS and NOC alarm points from AC UPS and associated gear),Verizon Wireless Copperfield MSI - CO (BAS and NOC alarm points from AC UPS and associated gear),Datacom / Mission Critical / Tech
"Cushman & Wakefield, Inc",New Castle - Electrical Maintenance MOP Support (Citi),"Cushman & Wakefield, Inc New Castle - Electrical Maintenance MOP Support (Citi)",Commercial / Misc Facilities
Progressive Insurance ,Data Center - Ohio,Progressive Insurance  Data Center - Ohio,Datacom / Mission Critical / Tech
Digital Realty Trust,OAK10 Economizer Study,Digital Realty Trust OAK10 Economizer Study,Datacom / Mission Critical / Tech
Verizon Wireless,Westside NDIR385,Verizon Wireless Westside NDIR385,Datacom / Mission Critical / Tech
Verizon Wireless,Chandler NDIR385,Verizon Wireless Chandler NDIR385,Datacom / Mission Critical / Tech
Verizon Wireless,Louisville NDIR385,Verizon Wireless Louisville NDIR385,Datacom / Mission Critical / Tech
Digital Realty Trust,PHX15 Chiller Design Services - Chandler AZ,Digital Realty Trust PHX15 Chiller Design Services - Chandler AZ,Datacom / Mission Critical / Tech
Digital Realty Trust,"PUE Metering - ORD10 Suite 120A, B, C & D (Detailed PUE Design)","Digital Realty Trust PUE Metering - ORD10 Suite 120A, B, C & D (Detailed PUE Design)",Datacom / Mission Critical / Tech
Digital Realty Trust,PUE Additional Design Services T&M,Digital Realty Trust PUE Additional Design Services T&M,Datacom / Mission Critical / Tech
Digital Realty Trust,PHX10 Follow Ups to Cooling Study,Digital Realty Trust PHX10 Follow Ups to Cooling Study,Datacom / Mission Critical / Tech
Digital Realty Trust,2019 I-UP Budgeting Planning,Digital Realty Trust 2019 I-UP Budgeting Planning,Datacom / Mission Critical / Tech
Digital Realty Trust,"Analytics on PUE, Site Data, Etc.","Digital Realty Trust Analytics on PUE, Site Data, Etc.",Datacom / Mission Critical / Tech
Digital Realty Trust,2019 PUE Metering Program Management 2019 Q1 & Q2,Digital Realty Trust 2019 PUE Metering Program Management 2019 Q1 & Q2,Datacom / Mission Critical / Tech
Verizon Wireless,Aurora BAS Monitoring of Portable Generator,Verizon Wireless Aurora BAS Monitoring of Portable Generator,Datacom / Mission Critical / Tech
Verizon Wireless,West Jordan BAS Monitoring of Portable Generator,Verizon Wireless West Jordan BAS Monitoring of Portable Generator,Datacom / Mission Critical / Tech
AWS   ,PDX064,AWS    PDX064,Datacom / Mission Critical / Tech
Verizon Wireless,Lahser NDIR385,Verizon Wireless Lahser NDIR385,Datacom / Mission Critical / Tech
"Facebook, Inc.","LDC2 CxA - Ashburn, VA","Facebook, Inc. LDC2 CxA - Ashburn, VA",Datacom / Mission Critical / Tech
Verizon Wireless,Guion Road Power Operational Procedures,Verizon Wireless Guion Road Power Operational Procedures,Datacom / Mission Critical / Tech
"Facebook, Inc.",PRN Chemical Dosing Cx,"Facebook, Inc. PRN Chemical Dosing Cx",Datacom / Mission Critical / Tech
Verizon Wireless,Denison Ave - Medium CRAN Bub - A&E Design,Verizon Wireless Denison Ave - Medium CRAN Bub - A&E Design,Datacom / Mission Critical / Tech
Verizon Wireless,North Newport - Medium CRAN Hub - A&E Design,Verizon Wireless North Newport - Medium CRAN Hub - A&E Design,Datacom / Mission Critical / Tech
Verizon Wireless,"North Greenbush NY, Windsor CT, & Wallingford CT - DC Plant Monitoring Audits","Verizon Wireless North Greenbush NY, Windsor CT, & Wallingford CT - DC Plant Monitoring Audits",Datacom / Mission Critical / Tech
Verizon Wireless,Royal Oak NDIR385,Verizon Wireless Royal Oak NDIR385,Datacom / Mission Critical / Tech
Verizon Wireless,Johnstown SAP Expansion Design,Verizon Wireless Johnstown SAP Expansion Design,Datacom / Mission Critical / Tech
VTS,"Rockwool Factory Controls - Atlanta, GA","VTS Rockwool Factory Controls - Atlanta, GA",Industrial / Controls / Energy
Verizon Wireless,NC MSC NDIR385,Verizon Wireless NC MSC NDIR385,Datacom / Mission Critical / Tech
Verizon Wireless,SC MSC NDIR385,Verizon Wireless SC MSC NDIR385,Datacom / Mission Critical / Tech
"Facebook, Inc.",PRN 2/3 Safety Showers Cx,"Facebook, Inc. PRN 2/3 Safety Showers Cx",Datacom / Mission Critical / Tech
Verizon Wireless,Maumee NDIR385,Verizon Wireless Maumee NDIR385,Datacom / Mission Critical / Tech
Verizon Wireless,2019 I-77 & SELIG DRIVE A&E CRAN Med HUB,Verizon Wireless 2019 I-77 & SELIG DRIVE A&E CRAN Med HUB,Datacom / Mission Critical / Tech
Verizon Wireless,Ravenna CRAN MEDIUM HUB - A&E,Verizon Wireless Ravenna CRAN MEDIUM HUB - A&E,Datacom / Mission Critical / Tech
Warner Summers  ,Piedmont Newnan Hospital - Urology Clinic - Pulmonology Space Renovation,Warner Summers   Piedmont Newnan Hospital - Urology Clinic - Pulmonology Space Renovation,Healthcare
Maxair Mechanical,Cobb County Jail,Maxair Mechanical Cobb County Jail,Commercial / Misc Facilities
"Facebook, Inc.",PRN1 IDF Admin Cx,"Facebook, Inc. PRN1 IDF Admin Cx",Datacom / Mission Critical / Tech
Quality Technology Services,Sunshine Cx – Hogan 3-2,Quality Technology Services Sunshine Cx – Hogan 3-2,Datacom / Mission Critical / Tech
Verizon Wireless,Farmingdale NSTD385 Audit ,Verizon Wireless Farmingdale NSTD385 Audit ,Datacom / Mission Critical / Tech
Verizon Wireless,Laight St  NSTD385 Audit,Verizon Wireless Laight St  NSTD385 Audit,Datacom / Mission Critical / Tech
Verizon Wireless,Mineola  NSTD385 Audit ,Verizon Wireless Mineola  NSTD385 Audit ,Datacom / Mission Critical / Tech
Verizon Wireless,Whitestone NSTD385 Audit ,Verizon Wireless Whitestone NSTD385 Audit ,Datacom / Mission Critical / Tech
Verizon Wireless,West Nyack  NSTD385 Audit,Verizon Wireless West Nyack  NSTD385 Audit,Datacom / Mission Critical / Tech
"Facebook, Inc.",EAG Seasonal Cx and Deferred Testing,"Facebook, Inc. EAG Seasonal Cx and Deferred Testing",Datacom / Mission Critical / Tech
Walgreens,Walgreens EMS Conversion - BAS Retro Cx 1300 Sites,Walgreens Walgreens EMS Conversion - BAS Retro Cx 1300 Sites,Commercial / Misc Facilities
Verizon Wireless,Springfield BAS MSI,Verizon Wireless Springfield BAS MSI,Datacom / Mission Critical / Tech
Verizon Wireless,Rockford BAS MSI,Verizon Wireless Rockford BAS MSI,Datacom / Mission Critical / Tech
Allen Morris Company,Star Metals Development - MSI Services,Allen Morris Company Star Metals Development - MSI Services,Datacom / Mission Critical / Tech
Randall-Paulson Architects,Piedmont Rockdale,Randall-Paulson Architects Piedmont Rockdale,Healthcare
Digital Realty Trust,"PHX15 - Adiabatic Unit Chilled Water Bypass Loop Design – Chandler, AZ ","Digital Realty Trust PHX15 - Adiabatic Unit Chilled Water Bypass Loop Design – Chandler, AZ ",Datacom / Mission Critical / Tech
"Facebook, Inc.",PRN VESDA Cx,"Facebook, Inc. PRN VESDA Cx",Datacom / Mission Critical / Tech
"Facebook, Inc.",PRN Golf Charging Station Cx,"Facebook, Inc. PRN Golf Charging Station Cx",Datacom / Mission Critical / Tech
"Citigroup, Inc.",San Antonio - Campus Building Envelope Upgrades - Project Admin Oversight,"Citigroup, Inc. San Antonio - Campus Building Envelope Upgrades - Project Admin Oversight",Commercial / Misc Facilities
Verizon Wireless,Anchorage DC Plant Expansion,Verizon Wireless Anchorage DC Plant Expansion,Datacom / Mission Critical / Tech
Verizon Wireless,Redmond Inverter Upgrade - A&E ,Verizon Wireless Redmond Inverter Upgrade - A&E ,Datacom / Mission Critical / Tech
Verizon Wireless,North Seattle Load Bank Addition - A&E,Verizon Wireless North Seattle Load Bank Addition - A&E,Datacom / Mission Critical / Tech
Verizon Wireless,DFW Expansion MSI,Verizon Wireless DFW Expansion MSI,Datacom / Mission Critical / Tech
Verizon Wireless,San Antonio Renovation MSI,Verizon Wireless San Antonio Renovation MSI,Datacom / Mission Critical / Tech
Verizon Wireless,Westborough NDIR385,Verizon Wireless Westborough NDIR385,Datacom / Mission Critical / Tech
Digital Realty Trust,MIA10 Cooling Tower Assessment,Digital Realty Trust MIA10 Cooling Tower Assessment,Commercial / Misc Facilities
Verizon Wireless,Wayne NDIR385,Verizon Wireless Wayne NDIR385,Datacom / Mission Critical / Tech
Verizon Wireless,KSMO & GP MSCs NDIR385,Verizon Wireless KSMO & GP MSCs NDIR385,Datacom / Mission Critical / Tech
Digital Realty Trust,SJC10 VFD Chiller & Controls,Digital Realty Trust SJC10 VFD Chiller & Controls,Datacom / Mission Critical / Tech
Digital Realty Trust,ATL13 Implementation Follow Up - Continuous Cx for Energy Work,Digital Realty Trust ATL13 Implementation Follow Up - Continuous Cx for Energy Work,Datacom / Mission Critical / Tech
Digital Realty Trust,ORD10 Continuous Cx for Energy Work,Digital Realty Trust ORD10 Continuous Cx for Energy Work,Datacom / Mission Critical / Tech
Digital Realty Trust,DFW10 Continuous Cx for Energy Work,Digital Realty Trust DFW10 Continuous Cx for Energy Work,Datacom / Mission Critical / Tech
